time,Total,dep1,dep16,dep38,dep92,dep1_store1,dep1_store2,dep1_store3,dep1_store4,dep1_store5,dep1_store6,dep1_store7,dep1_store8,dep1_store9,dep1_store10,dep1_store11,dep1_store12,dep1_store13,dep1_store14,dep1_store15,dep1_store16,dep1_store17,dep1_store18,dep1_store19,dep1_store20,dep1_store21,dep1_store22,dep1_store23,dep1_store24,dep1_store25,dep1_store26,dep1_store27,dep1_store28,dep1_store29,dep1_store30,dep1_store31,dep1_store32,dep1_store33,dep1_store34,dep1_store35,dep1_store36,dep1_store37,dep1_store38,dep1_store39,dep1_store40,dep1_store41,dep1_store42,dep1_store43,dep1_store44,dep1_store45,dep16_store1,dep16_store2,dep16_store3,dep16_store4,dep16_store5,dep16_store6,dep16_store7,dep16_store8,dep16_store9,dep16_store10,dep16_store11,dep16_store12,dep16_store13,dep16_store14,dep16_store15,dep16_store16,dep16_store17,dep16_store18,dep16_store19,dep16_store20,dep16_store21,dep16_store22,dep16_store23,dep16_store24,dep16_store25,dep16_store26,dep16_store27,dep16_store28,dep16_store29,dep16_store30,dep16_store31,dep16_store32,dep16_store33,dep16_store34,dep16_store35,dep16_store36,dep16_store37,dep16_store38,dep16_store39,dep16_store40,dep16_store41,dep16_store42,dep16_store43,dep16_store44,dep16_store45,dep38_store1,dep38_store2,dep38_store3,dep38_store4,dep38_store5,dep38_store6,dep38_store7,dep38_store8,dep38_store9,dep38_store10,dep38_store11,dep38_store12,dep38_store13,dep38_store14,dep38_store15,dep38_store16,dep38_store17,dep38_store18,dep38_store19,dep38_store20,dep38_store21,dep38_store22,dep38_store23,dep38_store24,dep38_store25,dep38_store26,dep38_store27,dep38_store28,dep38_store29,dep38_store30,dep38_store31,dep38_store32,dep38_store33,dep38_store34,dep38_store35,dep38_store36,dep38_store37,dep38_store38,dep38_store39,dep38_store40,dep38_store41,dep38_store42,dep38_store43,dep38_store44,dep38_store45,dep92_store1,dep92_store2,dep92_store3,dep92_store4,dep92_store5,dep92_store6,dep92_store7,dep92_store8,dep92_store9,dep92_store10,dep92_store11,dep92_store12,dep92_store13,dep92_store14,dep92_store15,dep92_store16,dep92_store17,dep92_store18,dep92_store19,dep92_store20,dep92_store21,dep92_store22,dep92_store23,dep92_store24,dep92_store25,dep92_store26,dep92_store27,dep92_store28,dep92_store29,dep92_store30,dep92_store31,dep92_store32,dep92_store33,dep92_store34,dep92_store35,dep92_store36,dep92_store37,dep92_store38,dep92_store39,dep92_store40,dep92_store41,dep92_store42,dep92_store43,dep92_store44,dep92_store45
2010-10-01,6829377.02,764160.42,288860.28,2757997.35,3018358.97,20094.19,27023.35,5617.26,36486.28,8588.14,18951.73,7713.82,15638.14,11978.42,34152.79,14359.01,13498.88,35901.04,23721.15,10995.37,10361.12,20386.59,18642.87,17189.71,39475.99,13556.41,18034.73,26639.49,14277.51,23987.41,20211.2,26454.25,18276.37,13969.88,9843.45,15678.82,20152.8,1019.69,19113.15,13687.73,1202.82,10994.52,6524.0,18819.37,19612.74,21234.59,9523.34,7594.8,7899.95,15075.55,16248.15,13570.97,7749.87,10951.58,4301.12,19704.06,5772.19,6141.43,3192.5,16616.66,11380.43,4206.04,9205.18,8943.8,4848.03,4279.38,3371.6,4283.12,12038.36,6891.82,4643.74,5507.89,7170.39,8825.13,6619.16,3909.6,7882.67,5868.07,1906.51,1269.97,4988.72,8865.26,313.02,8790.55,2205.79,862.66,1930.55,715.83,12045.05,4536.51,6752.79,844.9,2376.84,434.43,5897.96,112126.81,94561.74,128664.34,76278.21,48200.13,74960.52,25063.62,49841.21,76201.32,72547.4,71951.44,46294.25,90553.6,106201.58,61558.99,52447.04,65355.8,68055.41,81526.84,103093.92,44550.43,62571.49,48671.85,59803.35,40052.87,115535.27,37248.39,45216.97,39606.17,59904.82,74396.48,52876.85,8463.25,52695.36,40994.96,17809.12,85255.17,46241.68,41546.23,36551.35,43916.4,40387.42,50694.04,52526.31,54996.95,118966.9,152095.59,5555.94,137844.39,7677.93,80180.15,20268.38,51029.98,10372.45,44545.5,65078.86,22111.15,141311.91,174219.51,16494.55,15850.75,62007.31,36747.46,108906.3,145153.72,18672.33,46502.74,36266.14,109922.52,35941.24,73079.27,127584.8,92936.1,22131.24,53528.3,108707.4,90820.05,27689.35,57495.46,29822.87,49369.59,58441.74,42570.25,95209.15,91293.65,104989.54,66320.47,83776.13,36841.71,42028.2
2010-10-08,7346861.0200000005,889534.9400000001,269032.86,2736790.64,3451502.58,23388.03,31524.86,6848.21,37119.05,9312.68,22732.99,8420.91,17640.45,13152.32,38820.32,18290.41,15827.89,45331.16,28356.92,12770.46,11607.56,20468.25,26539.38,19876.51,45927.44,15023.33,23434.56,31218.32,18703.38,27418.38,25212.79,32646.1,20465.49,16513.64,10274.31,17126.99,22005.81,1420.95,20303.43,18191.86,1689.09,12563.41,7150.48,20997.54,22557.74,25371.84,11803.4,8748.54,8231.89,16505.87,11501.93,13689.36,6849.14,9445.16,4301.71,14504.15,4730.94,6057.44,4726.89,14874.8,10943.54,4739.78,7169.84,8899.1,3278.89,2494.1,3036.1,4654.36,9260.91,6942.69,4122.72,6845.39,7131.23,7870.67,5080.86,3510.9,6578.82,4491.88,2155.02,1981.97,4378.9,7347.23,291.95,10548.94,1849.62,918.92,2036.22,699.28,16232.85,5840.9,6191.09,1113.5,2482.25,513.42,6717.5,73963.61,89101.92,134171.12,94871.24,55755.86,69931.54,28092.58,56275.1,80104.71,75244.0,79032.75,45628.6,80647.26,108328.77,51443.31,46104.53,63052.08,77991.75,88106.05,110616.91,36549.62,58549.52,43355.9,57754.3,51541.55,110160.74,39890.65,44452.31,46434.26,65591.06,84723.85,55074.71,16710.4,52172.5,35011.99,19632.69,76322.53,34338.34,38979.34,40891.1,38966.4,35837.15,56140.53,40761.0,48484.51,138866.0,160680.64,7239.36,151921.38,7517.51,85561.51,22222.64,64380.71,11962.8,50724.39,76158.84,24449.52,156393.96,210596.66,18702.22,16467.21,56000.61,47809.55,125447.57,173432.09,19397.3,53571.67,39151.33,138303.33,35884.39,93268.29,153160.24,114249.6,26592.76,54534.69,122997.17,97331.22,35952.38,67464.65,37246.79,54320.08,58284.22,44160.55,100019.72,105165.41,114865.92,97531.38,96493.02,36407.85,48613.45
2010-10-15,7058746.43,981685.59,251080.05,2597032.15,3228948.64,26978.34,34924.59,7157.09,42167.71,9582.16,25429.24,9685.98,16571.42,12164.67,44736.63,20706.79,17403.45,52586.78,34142.32,14464.53,12437.82,26519.93,28004.5,20936.38,51450.76,16468.06,28383.5,38887.87,19020.84,28241.07,24136.37,38599.73,20306.25,16594.8,12143.14,19234.04,24625.85,1549.38,22680.85,18887.28,2009.13,12335.09,6623.38,24051.41,21981.82,28102.82,11690.71,9853.95,9477.15,17750.01,11526.6,11764.12,3466.95,8676.55,4862.6,9143.04,4587.25,5808.29,4287.4,15472.56,7445.72,4484.87,7318.1,8925.83,3666.62,2446.1,2170.94,6254.93,11380.7,6163.55,3960.32,7312.36,7050.44,9148.8,5644.73,2927.03,7110.38,5536.28,2245.05,1529.44,5525.07,5856.27,317.59,7794.35,1934.81,809.82,1909.06,829.53,13091.52,4829.79,4504.57,964.49,2839.48,564.18,6991.97,73027.2,91778.08,123508.09,68018.99,48771.21,69236.15,27490.85,51232.23,72914.8,82106.64,72736.86,48529.54,77061.88,99195.83,51514.66,48924.18,69689.36,65521.94,81469.68,99157.26,41751.22,62042.98,44214.15,52647.59,40640.0,96829.9,41620.21,41046.42,35942.95,62368.32,74323.99,55838.26,7270.07,54431.31,34768.51,18903.83,68310.9,38922.82,43529.16,44933.08,39906.77,38652.25,51407.89,36166.54,48677.6,133453.67,162005.99,6177.17,145276.99,7136.02,92035.59,21905.74,64098.07,9694.22,46541.28,75243.71,21946.58,153798.33,182166.26,19449.76,16248.25,48221.9,39671.15,111948.65,164808.33,20259.24,50324.61,38040.76,116168.74,35352.7,79214.72,154881.34,79611.06,22622.02,53928.08,118593.1,98100.46,35485.38,61456.11,31378.46,56716.94,56372.05,39715.22,96973.61,86773.25,110609.64,86563.51,96198.86,34336.63,47444.49
2010-10-22,7097995.85,1130709.91,205326.7,2643442.15,3118517.09,25543.04,40755.17,7665.09,51673.53,10069.43,29421.37,9491.13,19215.64,12955.32,55322.47,23228.43,19433.79,61630.44,46819.58,17156.62,13901.91,28303.28,34111.92,25552.22,54418.87,18387.74,34439.12,49615.02,23079.14,32715.46,23910.14,43885.68,20966.61,18729.27,11971.14,19417.63,30637.92,1167.37,27822.63,22805.02,1722.32,14080.52,7274.44,30550.5,24148.49,31312.38,11919.95,11067.33,9485.48,22929.36,8194.25,9896.08,2715.06,7588.89,3594.44,7826.68,3828.72,4119.43,3211.59,13466.04,7114.31,3713.59,5765.07,6492.43,3982.52,2438.16,2423.83,4351.37,8752.84,3842.06,2579.04,5282.19,6002.66,6900.8,4083.16,2556.54,6564.61,4557.13,1551.22,1358.0,5032.3,5055.0,263.78,8300.19,1125.29,817.76,1594.89,595.74,10930.34,2675.74,5105.58,1009.29,2587.92,601.54,4878.63,71814.32,83380.69,115720.81,75836.44,56774.84,71195.76,24921.07,68901.25,73187.64,81085.33,62110.78,46114.4,70967.87,110069.22,56581.32,49093.65,70464.52,62251.41,92174.85,111559.17,41774.81,61718.44,40665.12,54666.11,44633.49,103306.09,39280.69,46707.97,42605.89,65369.12,76475.61,54890.49,8902.98,47923.67,37225.11,17418.38,64107.04,45028.67,39214.6,31223.94,41451.8,47284.09,50418.78,35701.58,51242.34,115463.1,148333.22,6258.97,150744.79,6870.97,85804.15,21878.11,56632.61,9640.95,47695.58,69306.16,20798.84,147379.58,180585.77,19145.61,17537.41,48914.81,41272.99,108631.06,149218.62,19889.74,50893.73,36705.95,112226.69,36160.05,74821.24,149967.68,75446.65,21773.44,53743.47,117148.37,96707.33,30927.59,67184.87,30448.64,51169.98,58263.42,39936.41,98164.2,86988.24,112413.46,73467.45,88872.12,36419.39,46663.68
2010-10-29,7614345.72,1761080.4,184517.14,2634471.92,3034276.2600000002,38640.93,56903.47,11645.78,77397.15,12061.1,37823.5,14476.18,28961.61,22080.96,83211.42,36612.45,32760.45,104366.18,88190.46,28335.25,20502.3,45482.34,51223.45,46938.0,73211.05,28597.36,59409.05,62570.66,38229.54,48531.39,30424.04,79865.16,37481.03,31384.9,17829.05,30125.13,51606.4,2374.56,32790.22,42092.63,2813.9,21925.88,10783.81,54033.43,31603.21,49109.38,14631.5,16761.88,16681.37,38600.89,7683.76,8448.19,2611.66,7075.51,2881.48,6412.63,7469.28,3257.38,2428.64,12351.64,5927.22,3803.59,4707.83,4688.88,2582.95,3510.12,1898.85,3352.86,7558.48,4756.32,2327.79,5371.02,5843.27,7150.32,3691.25,2163.59,6205.46,3275.64,1829.27,1524.94,3745.06,3589.1,264.95,5922.72,920.85,647.28,1770.49,862.25,9990.0,3386.97,3490.95,760.24,1810.33,415.96,4150.17,70733.35,83892.34,113768.51,83058.11,47635.85,67516.34,27963.2,56423.08,83454.3,80812.96,71533.11,44634.53,77424.35,118799.54,52034.42,44146.02,68504.51,66311.98,83222.94,102799.31,36489.28,74189.47,39807.17,56944.26,41856.2,106132.69,41920.42,51689.79,39847.06,52068.54,76565.61,52929.45,7047.42,47859.53,37178.9,14820.87,74119.77,44372.44,38963.27,36162.0,40548.78,36924.31,53182.12,40837.11,47346.71,116370.47,149232.12,6113.48,136737.64,6374.56,89862.09,20614.82,53342.79,11026.81,48803.7,66597.37,22440.54,149781.49,176155.17,18331.33,16650.65,50751.09,38916.55,107033.94,140538.41,21103.22,51576.45,33516.41,109159.24,35640.49,73189.93,140874.72,79490.08,21341.12,52153.68,114344.21,96485.72,27147.31,60250.5,29949.56,45918.49,55665.64,40590.37,97987.49,86955.56,110104.53,65139.3,75543.68,40302.18,44171.36
2010-11-05,7867870.36,1344483.38,166931.85,2825472.79,3530982.34,34238.88,46198.84,14326.87,48727.62,11137.94,34633.25,12744.21,24364.54,18538.13,68006.65,34087.46,36945.66,54108.64,52501.8,21450.6,12610.92,27549.96,37585.01,39237.84,50538.24,25975.14,34369.03,40480.26,28186.21,29886.88,26481.58,52695.88,42595.49,28248.26,22380.12,30647.09,34802.68,3819.84,29862.42,22610.72,3816.6,23144.68,11795.05,31729.41,25797.97,38986.07,17877.39,13106.05,8194.9,37460.6,6063.75,7414.42,3107.6,6037.53,2590.55,5950.69,5757.64,3078.72,2672.24,13931.68,4674.3,3180.75,4835.28,3590.9,2282.12,3228.2,1971.47,4492.09,6616.02,3743.99,2182.57,3510.43,4831.56,6220.09,3912.89,2974.66,5314.32,3452.89,1577.07,1123.77,3834.45,3592.86,273.52,5022.56,416.67,528.54,1586.17,636.57,8315.51,3006.14,3616.65,744.71,1923.47,434.93,2678.91,77547.67,93640.72,138137.99,80725.47,57772.5,78426.79,25542.6,55957.05,82565.0,93683.63,65796.02,48941.49,93743.02,114988.43,58432.95,44024.56,68468.76,72607.69,82126.81,105909.67,39699.26,73073.0,47808.48,65984.52,48960.55,98736.29,39185.84,47557.01,42206.59,71177.18,85542.7,51511.98,12420.43,58121.61,35038.68,20867.04,71981.13,39138.53,39490.74,41515.02,51670.48,38955.22,66563.97,36775.97,62451.75,140504.41,176196.51,8701.21,158346.4,8563.47,107641.79,22176.7,65576.54,14439.8,57181.98,80474.68,24556.31,148631.16,206935.29,21025.57,16544.35,54116.62,54191.39,118388.06,178190.25,21734.3,60084.2,51079.28,128041.8,40488.67,87468.21,152823.59,135776.34,27381.06,58604.94,123871.92,98606.35,32854.24,66937.42,34651.37,50115.58,63981.51,50292.0,102982.37,107506.13,118246.2,88281.0,77499.94,36364.61,52926.82
2010-11-12,7074859.71,637898.54,162837.26,2658547.59,3615576.32,19549.39,22794.09,5003.46,29630.5,8743.16,19905.41,6836.75,11546.43,11328.27,32133.29,12946.08,11608.18,26954.17,19577.54,8468.98,7569.15,16483.84,16081.95,13686.71,33810.07,11914.82,13682.34,24367.79,14591.73,13205.9,16169.1,22562.88,14789.28,10934.23,9312.46,13120.72,14121.23,1065.77,18059.53,12979.44,1807.51,9764.77,5422.74,12324.6,14870.81,15290.03,8752.93,6059.1,5925.87,12145.54,7370.53,6766.04,2004.56,4293.24,2456.69,6223.7,5971.17,3301.28,2089.19,10527.19,4675.57,2808.24,5700.05,2978.25,2293.4,3010.71,3699.77,3823.56,6428.03,6817.6,1750.3,3361.8,5416.41,5772.36,3054.82,2401.12,4958.09,3367.45,1804.11,1621.62,3066.11,4653.87,366.51,4925.55,722.84,461.29,1204.56,661.22,6349.48,3093.42,3820.02,984.4,2059.11,556.71,3165.32,82395.79,86125.25,132135.95,85046.6,57604.57,64300.01,26245.56,60916.33,83488.88,76026.62,82989.41,48882.6,73449.94,114355.23,51079.88,43952.52,70019.81,60340.6,89971.86,106426.61,41336.95,61294.54,40588.15,41043.19,42433.0,95015.82,40229.27,48861.66,36526.23,54846.63,77863.81,56374.99,8618.7,52834.25,40025.25,17507.66,76708.95,40795.96,32117.52,30454.9,36941.91,31562.08,58521.84,49996.41,50293.9,144909.63,181296.57,8145.21,163299.52,8457.28,113524.06,24336.31,64910.4,14049.85,58223.33,82897.45,24222.2,161983.13,200451.31,21232.98,18804.78,51980.21,52408.28,122254.63,180840.3,22297.49,56518.7,70974.75,130490.3,42321.11,92564.14,168329.47,94483.24,28419.59,56394.13,135485.05,106011.72,40631.31,70133.16,34439.02,57597.18,62308.09,43908.7,105190.73,99891.72,124281.93,100712.42,83053.05,38422.14,52489.75
2010-11-19,7138578.81,681384.04,147206.85,2644417.83,3665570.09,19552.84,24363.72,5848.35,32392.84,8369.99,20005.14,7683.46,11884.44,9203.2,36220.99,14780.82,12815.09,31229.77,21638.78,9183.7,7964.91,18228.83,18258.29,14357.72,37717.39,13382.29,16556.3,26789.13,14279.05,15345.82,15070.79,22719.54,14475.08,12353.02,8543.5,14129.92,16245.88,1072.18,17441.2,12590.49,2194.61,9853.51,5569.45,15137.86,14531.98,18371.1,8636.33,6037.71,6074.74,12282.29,5276.21,7492.7,1992.71,4882.09,3109.89,5212.09,7175.62,2381.8,1734.02,8921.67,3419.0,2356.73,4983.8,3722.4,1649.56,5486.02,2087.41,3846.68,4927.97,5369.15,1090.32,3302.29,4542.39,5756.12,2322.08,2441.16,3696.94,3090.46,1641.49,1212.39,3437.39,2669.72,252.88,3701.91,549.67,566.0,1406.35,610.21,6503.9,2958.57,3277.53,869.02,1715.25,610.05,2955.24,73121.25,73418.13,105387.12,72732.97,58484.68,71599.08,24004.9,61093.24,84955.71,86231.54,71550.01,45572.83,79803.33,102721.47,54700.21,54878.79,75898.93,69554.26,79208.99,98171.85,42719.69,66401.33,44181.97,56040.42,39363.7,99240.44,35792.27,47975.87,39193.86,66363.61,70236.43,60485.83,8758.13,53585.35,32701.8,16215.74,68767.03,43477.96,38905.74,35085.02,40695.63,42313.15,57997.12,48899.41,45931.04,157621.22,205829.42,8944.39,182935.75,9560.89,124341.04,28105.99,68355.89,15698.1,63422.11,87796.62,25675.01,170623.18,197465.6,21591.49,19760.51,46458.75,48665.53,116021.28,176338.48,24045.57,58648.54,68667.98,124970.34,46706.57,81824.27,162116.54,91261.81,27063.25,55304.92,140741.98,108840.64,29980.37,75523.66,33976.4,54122.98,68066.53,42801.89,119848.34,90991.13,130441.63,81262.57,82748.26,39939.77,50462.9
2010-11-26,7054747.26,732023.07,183296.75,2156462.36,3982965.08,18820.29,24513.63,5111.38,30958.54,9369.26,20441.7,8691.55,13377.52,10780.6,35454.02,14957.34,14004.02,35922.66,25731.19,11286.82,9996.33,15746.02,19327.06,14527.19,33534.26,13118.5,17184.87,31584.1,16855.07,18398.12,16822.53,27253.44,16597.77,13611.26,9912.75,14909.26,17603.33,1161.53,18726.87,15200.39,2062.26,9869.94,5330.96,19044.2,17623.35,20484.5,9144.03,6244.51,7320.16,13407.99,9225.41,10354.51,2427.52,4476.91,3647.67,6327.44,7259.86,3371.62,2772.15,8044.68,5229.78,3224.7,12287.78,4109.47,1908.79,4084.57,5182.31,2572.6,5817.08,2965.01,2418.7,3126.69,4358.35,5496.53,2541.39,2570.23,4577.72,4077.68,2179.59,2498.71,4124.05,3411.82,218.99,5568.35,742.85,918.56,2334.3,736.45,9749.74,3515.82,4041.41,870.34,2436.56,2640.63,2851.43,55973.77,67842.43,84748.47,62469.57,41134.75,57068.76,23880.11,45283.83,59979.1,69159.33,59267.83,38235.83,65540.73,97541.63,40719.71,35652.42,49578.85,52290.61,66347.55,95086.05,34624.21,50857.36,30473.06,46793.54,34841.09,88375.06,30132.76,38926.63,31741.23,54841.03,73123.66,45060.57,7426.19,43823.47,28772.15,13588.8,51878.14,43663.38,33605.4,24023.78,36867.64,25278.31,40703.08,35200.04,44040.45,170904.79,219880.49,7957.47,196464.78,10007.89,137945.99,31053.27,83617.0,17247.81,55188.83,94427.71,28309.09,190865.24,221034.84,21267.16,20037.13,38423.56,46432.89,124282.21,169141.08,24841.57,55140.99,64466.4,135141.23,41385.71,83599.91,172449.46,117029.45,26315.07,70774.83,162838.79,132223.06,35789.48,94124.4,32107.89,51678.44,75848.53,51685.46,140226.17,99950.46,147778.7,87350.78,97095.68,50658.9,47974.49
2010-12-03,7287716.39,940974.7,123250.27,3006516.4499999997,3216974.97,22517.56,30662.62,7442.48,36639.21,10929.57,24898.3,9757.19,16681.52,13042.06,50943.18,18566.34,18754.63,47101.26,34406.89,13967.4,13851.21,25564.83,27596.87,23042.32,52183.9,16814.37,25662.85,38643.86,19060.97,23773.08,22529.66,31402.41,22904.13,17698.79,9008.52,16118.58,24082.12,1299.23,21631.1,17770.46,1850.82,11835.48,6234.62,24716.6,21970.57,24838.16,9431.6,6919.76,7901.77,18325.85,4716.26,4512.83,2014.97,3030.41,2323.81,4151.79,3835.58,2177.36,1325.64,4502.43,3332.56,1452.95,9307.2,2362.92,2441.48,2580.63,3408.97,2854.57,6025.52,4470.84,1361.3,2340.92,4756.13,5289.47,3388.27,3949.84,4087.1,1701.53,1100.89,752.07,2247.75,1330.47,106.93,3054.96,534.23,320.77,1130.65,445.78,4193.47,3068.31,2133.15,708.3,1269.5,1267.38,1882.38,87338.34,101442.76,155232.85,94127.01,58698.52,85323.2,33763.18,72812.15,86844.11,95230.62,76633.71,47326.81,85566.08,118506.6,60343.95,57100.27,78659.81,78657.58,81435.51,118597.08,45708.86,73652.53,46735.12,66847.09,58443.86,97779.94,41811.15,53619.01,51053.39,62493.21,93222.76,61176.32,15291.02,60952.36,40519.07,20104.8,85701.51,40771.73,34052.0,36836.57,44367.78,39369.49,67459.73,39453.77,55453.24,119421.7,152559.76,6909.19,137541.89,7439.16,97935.16,25343.41,56440.28,14278.83,53719.98,71735.7,25974.3,148207.87,177803.87,19643.22,18803.36,52661.45,44212.57,114776.23,155408.27,19719.3,57274.98,65820.93,112523.8,42515.87,74153.46,140742.34,119167.45,26857.66,50221.39,114448.49,95426.47,27968.69,60183.18,31708.91,43558.4,57551.86,46116.96,97304.18,94727.0,106485.52,78474.05,70857.94,36717.75,45632.19
2010-12-10,7957953.29,1287990.47,141513.9,2800808.56,3727640.36,31497.65,44451.34,9361.27,49875.17,12164.4,36300.45,12770.85,22042.42,15836.25,73516.27,24832.92,24253.71,75567.02,48776.64,20511.41,15720.73,34879.04,42139.08,29858.05,75751.3,22314.59,37817.05,54543.65,25529.84,34612.78,27644.4,45246.16,27380.49,23462.51,10946.91,22704.54,33238.63,2188.86,24593.29,23690.52,2468.54,12804.42,7850.19,27374.33,28438.95,36179.07,12638.49,7898.49,9290.63,27027.17,4919.99,5824.27,2330.27,3046.33,2256.17,3627.32,3124.84,2086.01,1452.79,5472.27,3244.83,2152.19,3125.25,2628.45,7033.69,2524.8,1814.28,3316.83,13489.64,5871.4,1239.2,1973.66,7052.58,5246.59,6481.45,3692.42,4176.4,1960.81,1642.56,1103.8,2027.89,1273.99,287.89,3481.93,1072.14,921.76,1390.87,571.8,4378.48,4519.21,2152.86,693.52,1468.04,419.5,2942.93,69386.52,94757.2,126992.56,84813.82,59119.65,75574.6,31943.07,61322.66,84651.17,99230.43,76430.21,48203.5,83471.57,110770.53,50399.84,55270.99,71299.48,63867.01,87304.77,109706.75,40408.11,67019.66,40731.41,66778.67,43660.57,90197.24,40193.8,54560.19,40365.08,65045.98,79975.85,54980.93,11614.83,51740.76,38639.06,20521.17,73902.2,45978.27,47852.13,36943.97,44084.06,38742.02,66799.25,44227.62,51329.4,145313.14,188809.68,7787.88,160984.11,8153.59,112572.92,27553.17,66314.34,14023.68,52362.99,84311.86,26436.83,170170.92,221013.44,22819.81,21228.18,45223.94,49739.19,136462.72,197374.95,21772.11,63833.49,71007.73,142464.57,48706.07,99183.73,164606.9,105715.89,28246.0,55545.95,134460.1,112438.48,37507.82,68882.62,35750.66,53710.62,63395.28,46189.03,110552.48,105823.2,128931.4,98305.29,81390.99,38428.66,52133.95
2010-12-17,8354647.83,1788743.92,146657.49,2695137.53,3724108.89,44912.86,64512.46,14138.92,74389.92,13563.08,51007.32,16075.91,33730.01,22137.23,98617.12,39796.8,36307.47,126194.22,70817.74,31921.48,19441.49,44252.46,59117.52,38510.64,86964.92,34129.74,49580.24,79924.38,36915.39,48561.44,36149.55,56325.27,34893.35,32638.72,13002.03,29490.92,42733.74,3741.01,37674.08,33884.07,4980.36,15836.99,7737.39,40915.05,35758.7,51031.42,12420.47,14046.05,10745.17,39218.82,5513.25,5383.66,1550.49,2706.53,1854.06,4466.99,4635.07,1694.23,1069.0,4045.95,2925.04,1678.96,3396.4,4358.68,4751.14,2606.63,2388.72,4594.28,9106.09,7783.45,824.1,4285.08,6481.93,6273.08,7841.07,4019.18,6254.05,1811.16,2499.07,938.32,2175.68,1573.12,131.7,4307.62,2457.79,545.24,1326.29,563.94,4861.88,3366.25,1819.26,740.75,1524.81,765.2,2762.3,81069.74,80384.82,117167.2,79143.54,51386.83,69807.04,28470.23,59248.99,76401.13,85597.82,76756.97,46263.79,71789.36,108389.34,53467.42,49653.2,69469.7,67956.08,78428.3,100146.82,46298.59,74543.98,37666.98,48407.18,49031.05,101695.04,45588.12,43373.68,47639.9,63810.33,87454.04,68321.46,9478.66,46005.65,37167.54,13594.66,77589.36,37486.1,43635.64,38615.04,44681.52,33864.33,63569.79,35890.09,48730.48,156941.48,201863.27,8427.09,172430.68,8458.7,120824.8,31650.52,73109.07,14687.34,50408.06,88529.62,24943.33,179167.16,206518.11,23443.67,23010.22,40731.61,46922.68,129070.04,190354.16,21836.73,63084.44,73934.92,126911.16,44436.36,86887.97,169859.33,88231.47,28119.87,57409.7,142478.09,113852.64,32402.98,74537.63,32550.81,55019.13,67124.03,41999.61,118816.46,98809.37,130153.77,87761.49,82924.32,40052.55,53422.45
2010-12-24,9092976.7,2232354.21,174586.3,2482261.86,4203774.33,55931.23,82523.73,12351.12,91216.16,14904.77,57822.92,21776.45,30074.69,21230.47,140537.2,43719.32,43689.13,172225.55,95271.0,43929.92,26101.87,54876.68,65962.07,69418.38,102070.88,33554.62,61902.38,105559.48,55458.17,56632.23,47231.18,74365.19,40699.67,43473.62,15166.74,37759.18,51305.33,2938.1,40961.07,43837.65,3372.36,13762.08,7760.47,52300.37,49964.04,58884.49,12785.82,10004.14,12991.16,54051.13,8612.24,6912.04,2077.83,4341.5,2757.51,5610.04,6795.35,3497.79,1918.78,4333.22,3707.17,1666.21,4398.52,4708.41,5090.31,5937.2,2869.45,4937.67,9251.24,5962.33,1034.47,3546.0,7411.38,7063.66,5238.45,2982.35,5714.4,2125.99,1955.84,1546.01,3508.0,3230.84,121.31,4536.11,1201.83,1011.82,1719.61,569.27,9570.21,4650.01,3756.52,781.02,1832.48,825.51,3268.4,57718.48,73331.41,110119.12,70556.45,44623.75,73280.06,28574.39,53001.02,72707.56,85784.13,75946.27,34602.96,74703.16,102299.85,46424.8,53381.96,69664.77,52244.34,69428.29,106040.87,36550.56,66253.77,31689.23,52751.18,44006.87,86486.98,41818.16,45708.28,39861.63,61669.05,68786.05,46804.58,7224.73,48079.31,32823.79,17631.6,62522.62,42955.91,35351.94,31518.26,40633.67,35589.81,51314.96,46983.64,52811.64,181376.38,236468.65,8784.76,196184.4,8104.57,139394.42,38987.38,81846.09,18444.3,48242.4,94109.56,26275.03,201477.49,244628.76,24586.27,27733.82,40032.19,46396.57,145466.47,199674.33,21585.71,62174.28,78010.41,145530.89,42887.19,98138.1,187812.83,104966.36,30448.03,75109.75,156805.32,134404.9,35022.72,92099.75,32141.39,54730.33,77401.19,48225.77,148416.0,113844.62,165179.18,87544.96,95450.22,51884.16,55746.43
